286600,-1.156042809,0.771949616,0.743330892,-0.493233934,-0.445438207,-0.636211407,-0.420698422,-0.614937444,-0.312054519,-0.086498705,0.15531753,1,0,0,0,0
340600,-1.176024829,0.659694795,-1.165317203,-0.908966554,-1.036927797,-0.998331347,-1.022227048,1.336459364,0.217683377,-0.033533913,-0.836289016,1,0,0,0,0
196900,1.186849028,-1.342182853,0.186641864,-0.313659889,-0.153344583,-0.433639362,-0.093317798,-0.532045602,-0.46531516,-0.092404994,0.422200402,0,0,0,0,1
46300,-0.017067673,0.313575763,-0.29052016,-0.362762167,-0.396755937,0.036040956,-0.383435587,-1.045565552,-0.079661243,0.089735611,-0.196453142,0,1,0,0,0
254500,0.492473835,-0.659299356,-0.926736191,1.856193155,2.412211085,2.724154072,2.570974922,-0.441436787,-0.357833832,-0.004194449,0.269927696,1,0,0,0,0
127900,-0.69645635,0.945009133,-0.370047164,0.143692757,0.131446701,0.025284918,0.194138359,-0.176434874,-0.114866706,-0.048002736,-0.199264087,0,1,0,0,0
500001,0.53743338,-0.748167756,1.856708947,-0.18225284,-0.528198068,-0.583327554,-0.58571955,2.366701545,1.00359874,-0.027645974,-1.097922789,1,0,0,0,0
140200,1.166867008,-0.69671763,-0.210993156,-0.272039863,-0.586616793,-0.433639362,-0.324879703,1.115239463,0.000890684,-0.051831212,-1.073504081,0,1,0,0,0
95000,0.6573255,-0.771554177,1.459073927,-0.354344633,-0.167949264,0.444770393,-0.157196944,-1.076905913,-0.452724323,0.110319356,0.545224568,1,0,0,0,0
500001,0.64733449,-0.757522325,0.027587856,-0.985659635,-0.742400059,1.138534832,-0.745417415,-1.772115961,-1.174387426,0.802787858,3.534531213,1,0,0,0,0
92100,-0.86630352,1.113391365,-0.370047164,0.717487948,1.015029915,1.177973637,1.016582366,-0.565643309,-0.272282832,0.001201202,0.230592663,0,1,0,0,0
61500,-1.021164174,1.637247198,0.981911904,-0.205634877,0.060857408,-0.195213857,0.02379397,-1.147251111,-0.431190521,-0.062233576,0.648370495,0,1,0,0,0
313000,-1.555683207,1.342578292,-0.847209188,0.346648839,-0.080321177,0.019906899,0.02379397,1.475049904,0.462500261,-0.021290133,-0.991280111,1,0,0,0,0
89000,1.256786098,-0.687363061,-0.608628176,-0.048039947,0.11684202,-0.899734333,-0.921085067,-0.610842724,4.307037922,-0.029476562,0.263980033,0,1,0,0,0
123900,0.057864902,0.594212816,-1.324371211,0.167074794,-0.094925858,-0.211347914,-0.181151624,0.020216703,0.576668535,-0.02905014,-0.728397751,0,1,0,0,0
197400,0.807190649,-0.846390725,0.10711486,0.100669809,0.279927627,0.303149228,0.255355874,-0.25853927,-0.250611727,-0.011381658,0.229237085,1,0,0,0,0
500001,-1.415809068,1.015168396,-0.29052016,-0.675613823,0.026779819,-0.741979112,-0.149212051,-0.106457151,-1.060309393,-0.151412449,3.809822322,0,0,0,1,0
63300,0.277667121,-0.135443523,1.061438907,-0.647087738,-0.688849561,-0.577053199,-0.599027705,-0.993541603,-0.338942554,-0.021019183,-0.170184729,0,1,0,0,0
107000,0.927082769,-0.743490472,-1.642479227,-0.365568011,-0.304259622,-0.158464061,-0.274308712,0.097543925,-0.293973837,0.005039931,0.129451397,0,1,0,0,0
184200,0.712276055,-0.673331209,1.379546923,-0.522695301,-0.664508426,-0.504449944,-0.607012598,0.32779321,0.059141169,0.007720352,-0.6164571,0,1,0,0,0
280900,0.63734348,-0.678008493,-1.165317203,0.464026665,0.922533601,0.451941085,0.944718326,-0.192813756,-0.458480539,-0.072357307,0.594641052,1,0,0,0,0
500001,-1.235970888,0.781304185,-0.29052016,0.695976474,0.009741024,0.148083017,0.188815097,2.810768735,0.688203786,-0.026409865,-1.267689638,1,0,0,0,0
171300,-0.541595696,-0.069961544,-0.926736191,0.841412744,1.000425234,0.795237958,1.032552152,-0.549684398,-0.169905344,-0.042268443,1.66E-05,1,0,0,0,0
116600,1.161871503,-0.692040346,0.663803888,-0.427296589,-0.623128496,-0.605735967,-0.593704443,-0.082308799,0.305129333,-0.032898246,-0.781030053,0,1,0,0,0
60800,1.191844533,-0.327212176,0.186641864,-0.275313348,-0.219065648,-0.289329188,-0.346172752,-0.904717666,0.039015366,-0.009265553,0.070182927,0,1,0,0,0
121100,1.256786098,-1.225250747,-0.370047164,-0.838352802,-0.837330487,-1.022532432,-0.801311668,-1.02787426,-0.461644793,-0.144414656,0.232810412,1,0,0,0,0
270700,0.752240094,-0.715426767,0.981911904,0.115166672,0.070593862,0.185729149,0.095658009,0.628912657,-0.022055672,-0.003789947,-0.267319851,1,0,0,0,0
109900,0.66731651,-0.78558603,1.220492915,-0.600791305,-0.408926504,0.309423584,-0.290278499,-1.10126425,-0.762697947,0.12538606,0.915774144,1,0,0,0,0
159600,0.64733449,-0.808972451,0.981911904,-0.936557357,-0.976074959,-0.697162288,-0.891807125,-0.640975667,-0.617690235,0.07480059,0.012442186,1,0,0,0,0
500001,-1.440786593,1.005813828,1.856708947,-0.263622329,-0.287220828,-0.377170163,-0.253015664,-0.070182127,-0.121935208,-0.052774316,-0.17849323,0,0,0,1,0
409100,-1.225979878,0.781304185,-0.29052016,-0.229952196,-0.301825509,-0.257957411,-0.271647081,0.774432725,-0.017385223,-0.019907212,-0.326051216,1,0,0,0,0
55000,-2.26004941,2.259326,1.856708947,-0.66719629,-0.725361264,-0.407645604,-0.617659123,-0.179059695,-0.355001287,0.047051942,-0.250657139,1,0,0,0,0
127500,-0.871299025,1.436123976,-1.165317203,0.921846952,0.584191819,0.944926151,0.75840415,0.340654832,0.166309671,0.005804793,-0.692077988,0,1,0,0,0
184400,-0.971209124,1.337901008,-0.767682184,1.064945019,0.659649338,0.985261293,0.95270322,0.51137318,0.111291922,-0.012968956,-0.756276279,0,1,0,0,0
210500,0.582392925,-0.668653925,0.50474988,0.096928683,-0.038941247,0.140912325,0.071703329,0.774012753,-0.015154186,-0.007501022,-0.469280908,1,0,0,0,0
277300,0.962051304,-1.019450241,-0.767682184,2.062890363,1.47264326,1.258643921,1.519630642,1.161068835,0.438730065,-0.039038681,-0.792361749,1,0,0,0,0
